YEAR,ROUND,SEED,TEAM,SCORE,OPP_SEED,OPPONENT,OPP_SCORE,SCORE_DIFF,RESULT
2012,Second Round,1,Kentucky,87,8,Iowa State,71,16,WIN
2012,First Round,1,North Carolina,77,16,Vermont,58,19,WIN
2012,First Round,3,Marquette,88,14,Brigham Young,68,20,WIN
2012,First Round,1,Michigan State,89,16,Long Island,67,22,WIN
2012,First Round,7,Gonzaga,77,10,West Virginia,54,23,WIN
2012,First Round,4,Wisconsin,73,13,Montana,49,24,WIN
2012,First Round,7,Florida,71,10,Virginia,45,26,WIN
2012,Second Round,7,Florida,84,15,Norfolk State,50,34,WIN
2013,First Round,15,Iona,70,2,Ohio State,95,-25,LOSS
2013,Second Round,5,Virginia Commonwealth,53,4,Michigan,78,-25,LOSS
2013,Elite Eight,2,Duke,63,1,Louisville,85,-22,LOSS
2013,Elite Eight,3,Florida,59,4,Michigan,79,-20,LOSS
2013,First Round,13,New Mexico State,44,4,St. Louis,64,-20,LOSS
2013,First Round,6,UCLA,63,11,Minnesota,83,-20,LOSS
2013,First Round,7,Notre Dame,58,10,Iowa State,76,-18,LOSS
2013,Elite Eight,3,Marquette,39,4,Syracuse,55,-16,LOSS
2013,Second Round,7,Creighton,50,2,Duke,66,-16,LOSS
2013,First Round,13,South Dakota State,56,4,Michigan,71,-15,LOSS
2013,Second Round,11,Minnesota,64,3,Florida,78,-14,LOSS
2013,First Round,5,Oklahoma State,55,12,Oregon,68,-13,LOSS
2013,Play-In,11,Middle Tennessee State,54,11,St. Mary's (Cal.),67,-13,LOSS
2013,Second Round,8,North Carolina,58,1,Kansas,70,-12,LOSS
2013,First Round,11,Bucknell,56,6,Butler,68,-12,LOSS
2013,Sweet 16,15,Florida Gulf Coast,50,3,Florida,62,-12,LOSS
2013,First Round,5,Wisconsin,46,12,Mississippi,57,-11,LOSS
2013,Sweet 16,2,Miami (Fla.),61,3,Marquette,71,-10,LOSS
2013,Sweet 16,3,Michigan State,61,2,Duke,71,-10,LOSS
2013,Sweet 16,12,Oregon,69,1,Louisville,77,-8,LOSS
2013,First Round,9,Villanova,71,8,North Carolina,78,-7,LOSS
2013,National Championship,4,Michigan,76,1,Louisville,82,-6,LOSS
2013,Second Round,1,Gonzaga,70,9,Wichita State,76,-6,LOSS
2013,First Round,10,Cincinnati,63,7,Creighton,67,-4,LOSS
2013,Final Four,9,Wichita State,68,1,Louisville,72,-4,LOSS
2013,Second Round,10,Iowa State,75,2,Ohio State,78,-3,LOSS
2013,Sweet 16,6,Arizona,70,2,Ohio State,73,-3,LOSS
2013,Sweet 16,1,Kansas,85,4,Michigan,87,-2,LOSS
2013,Second Round,6,Butler,72,3,Marquette,74,-2,LOSS
2013,First Round,4,Kansas State,61,13,La Salle,63,-2,LOSS
2013,First Round,3,Marquette,59,14,Davidson,58,1,WIN
2013,Second Round,3,Marquette,74,6,Butler,72,2,WIN
2013,Sweet 16,4,Michigan,87,1,Kansas,85,2,WIN
2013,Second Round,2,Miami (Fla.),63,7,Illinois,59,4,WIN
2013,First Round,7,Creighton,67,10,Cincinnati,63,4,WIN
2013,Final Four,1,Louisville,72,9,Wichita State,68,4,WIN
2013,Elite Eight,9,Wichita State,70,2,Ohio State,66,4,WIN
2013,Final Four,4,Michigan,61,4,Syracuse,56,5,WIN
2013,National Championship,1,Louisville,82,4,Michigan,76,6,WIN
2013,Second Round,9,Wichita State,76,1,Gonzaga,70,6,WIN
2013,First Round,1,Gonzaga,64,16,Southern,58,6,WIN
2013,First Round,1,Kansas,64,16,Western Kentucky,57,7,WIN
2013,First Round,8,North Carolina,78,9,Villanova,71,7,WIN
2013,Sweet 16,1,Louisville,77,12,Oregon,69,8,WIN
2013,Sweet 16,3,Marquette,71,2,Miami (Fla.),61,10,WIN
2013,Sweet 16,2,Duke,71,3,Michigan State,61,10,WIN
2013,First Round,15,Florida Gulf Coast,78,2,Georgetown,68,10,WIN
2013,Second Round,15,Florida Gulf Coast,81,7,San Diego State,71,10,WIN
2013,First Round,3,Michigan State,65,14,Valparaiso,54,11,WIN
2013,Sweet 16,3,Florida,62,15,Florida Gulf Coast,50,12,WIN
2013,First Round,2,Duke,73,15,Albany (N.Y.),61,12,WIN
2013,Second Round,1,Kansas,70,8,North Carolina,58,12,WIN
2013,First Round,6,Butler,68,11,Bucknell,56,12,WIN
2013,First Round,12,Oregon,68,5,Oklahoma State,55,13,WIN
2013,Second Round,3,Florida,78,11,Minnesota,64,14,WIN
2013,Sweet 16,9,Wichita State,72,13,La Salle,58,14,WIN
2013,First Round,4,Michigan,71,13,South Dakota State,56,15,WIN
2013,Second Round,2,Duke,66,7,Creighton,50,16,WIN
2013,Second Round,12,Oregon,74,4,St. Louis,57,17,WIN
2013,First Round,6,Arizona,81,11,Belmont,64,17,WIN
2013,First Round,10,Iowa State,76,7,Notre Dame,58,18,WIN
2013,First Round,9,Wichita State,73,8,Pittsburgh,55,18,WIN
2013,Elite Eight,4,Michigan,79,3,Florida,59,20,WIN
2013,First Round,11,Minnesota,83,6,UCLA,63,20,WIN
2013,Second Round,3,Michigan State,70,6,Memphis,48,22,WIN
2013,Elite Eight,1,Louisville,85,2,Duke,63,22,WIN
2013,Second Round,6,Arizona,74,14,Harvard,51,23,WIN
2013,Second Round,4,Michigan,78,5,Virginia Commonwealth,53,25,WIN
2013,Second Round,1,Louisville,82,8,Colorado State,56,26,WIN
2013,First Round,2,Miami (Fla.),78,15,Pacific,49,29,WIN
2013,First Round,1,Louisville,79,16,North Carolina A&T,48,31,WIN
2013,First Round,3,Florida,79,14,Northwestern State,47,32,WIN
2013,First Round,5,Virginia Commonwealth,88,12,Akron,42,46,WIN
2014,Second Round,3,Creighton,55,6,Baylor,85,-30,LOSS
2014,Second Round,8,Gonzaga,61,1,Arizona,84,-23,LOSS
2014,First Round,14,North Carolina Central,75,3,Iowa State,93,-18,LOSS
2014,Play-In,12,Xavier,59,12,North Carolina State,74,-15,LOSS
2014,Second Round,2,Villanova,65,7,Connecticut,77,-12,LOSS
2014,Play-In,16,Texas Southern,69,16,Cal-Poly,81,-12,LOSS
2014,Sweet 16,4,UCLA,68,1,Florida,79,-11,LOSS
2014,Final Four,1,Florida,53,7,Connecticut,63,-10,LOSS
2014,Elite Eight,11,Dayton,52,1,Florida,62,-10,LOSS
2014,Second Round,7,Oregon,77,2,Wisconsin,85,-8,LOSS
2014,First Round,9,Oklahoma State,77,8,Gonzaga,85,-8,LOSS
2014,Play-In,16,Mount St. Mary's,64,16,Albany (N.Y.),71,-7,LOSS
2014,First Round,3,Duke,71,14,Mercer,78,-7,LOSS
2014,First Round,9,Kansas State,49,8,Kentucky,56,-7,LOSS
2014,Elite Eight,4,Michigan State,54,7,Connecticut,60,-6,LOSS
2014,National Championship,8,Kentucky,54,7,Connecticut,60,-6,LOSS
2014,Sweet 16,3,Iowa State,76,7,Connecticut,81,-5,LOSS
2014,Sweet 16,4,Louisville,69,8,Kentucky,74,-5,LOSS
2014,First Round,13,New Mexico State,69,4,San Diego State,73,-4,LOSS
2014,First Round,5,Cincinnati,57,12,Harvard,61,-4,LOSS
2014,Second Round,2,Kansas,57,10,Stanford,60,-3,LOSS
2014,Elite Eight,2,Michigan,72,8,Kentucky,75,-3,LOSS
2014,Sweet 16,1,Virginia,59,4,Michigan State,61,-2,LOSS
2014,First Round,11,Providence,77,6,North Carolina,79,-2,LOSS
2014,Second Round,6,North Carolina,83,10,Iowa State,85,-2,LOSS
2014,Second Round,1,Wichita State,76,8,Kentucky,78,-2,LOSS
2014,First Round,5,Virginia Commonwealth,75,12,Stephen F. Austin,77,-2,LOSS
2014,Final Four,2,Wisconsin,73,8,Kentucky,74,-1,LOSS
2014,Elite Eight,1,Arizona,63,2,Wisconsin,64,-1,LOSS
2014,Elite Eight,2,Wisconsin,64,1,Arizona,63,1,WIN
2014,First Round,11,Dayton,60,6,Ohio State,59,1,WIN
2014,Final Four,8,Kentucky,74,2,Wisconsin,73,1,WIN
2014,Sweet 16,4,Michigan State,61,1,Virginia,59,2,WIN
2014,Second Round,10,Iowa State,85,6,North Carolina,83,2,WIN
2014,Sweet 16,2,Michigan,73,11,Tennessee,71,2,WIN
2014,First Round,6,North Carolina,79,11,Providence,77,2,WIN
2014,Second Round,11,Dayton,55,3,Syracuse,53,2,WIN
2014,Second Round,8,Kentucky,78,1,Wichita State,76,2,WIN
2014,Elite Eight,8,Kentucky,75,2,Michigan,72,3,WIN
2014,Sweet 16,8,Kentucky,74,4,Louisville,69,5,WIN
2014,Sweet 16,1,Arizona,70,4,San Diego State,64,6,WIN
2014,Second Round,4,Michigan State,80,12,Harvard,73,7,WIN
2014,First Round,4,Louisville,71,13,Manhattan,64,7,WIN
2014,First Round,8,Kentucky,56,9,Kansas State,49,7,WIN
2014,Second Round,2,Wisconsin,85,7,Oregon,77,8,WIN
2014,First Round,8,Gonzaga,85,9,Oklahoma State,77,8,WIN
2014,First Round,1,Arizona,68,16,Weber State,59,9,WIN
2014,Elite Eight,1,Florida,62,11,Dayton,52,10,WIN
2014,First Round,3,Creighton,76,14,Louisiana-Lafayette,66,10,WIN
2014,Sweet 16,11,Dayton,82,10,Stanford,72,10,WIN
2014,First Round,1,Virginia,70,16,Coastal Carolina,59,11,WIN
2014,Sweet 16,1,Florida,79,4,UCLA,68,11,WIN
2014,First Round,2,Kansas,80,15,Eastern Kentucky,69,11,WIN
2014,First Round,1,Florida,67,16,Albany (N.Y.),55,12,WIN
2014,Second Round,2,Michigan,79,7,Texas,65,14,WIN
2014,First Round,4,Michigan State,93,13,Delaware,78,15,WIN
2014,Second Round,4,Louisville,66,5,St. Louis,51,15,WIN
2014,Second Round,1,Florida,61,9,Pittsburgh,45,16,WIN
2014,Sweet 16,2,Wisconsin,69,6,Baylor,52,17,WIN
2014,First Round,2,Michigan,57,15,Wofford,40,17,WIN
2014,First Round,4,UCLA,76,13,Tulsa,59,17,WIN
2014,Second Round,6,UCLA,77,12,Stephen F. Austin,60,17,WIN
2014,Second Round,1,Virginia,78,8,Memphis,60,18,WIN
2014,First Round,3,Iowa State,93,14,North Carolina Central,75,18,WIN
2014,First Round,7,Oregon,87,10,Brigham Young,68,19,WIN
2014,First Round,2,Villanova,73,15,Milwaukee,53,20,WIN
2014,Second Round,1,Arizona,84,8,Gonzaga,61,23,WIN
2014,First Round,1,Wichita State,64,16,Cal-Poly,37,27,WIN
2014,First Round,2,Wisconsin,75,15,American,35,40,WIN
2015,Sweet 16,5,West Virginia,39,1,Kentucky,78,-39,LOSS
2015,First Round,15,Texas Southern,72,2,Arizona,93,-21,LOSS
2015,Final Four,7,Michigan State,61,1,Duke,81,-20,LOSS
2015,First Round,15,New Mexico State,56,2,Kansas,75,-19,LOSS
2015,Elite Eight,2,Gonzaga,52,1,Duke,66,-14,LOSS
2015,First Round,6,Providence,53,11,Dayton,66,-13,LOSS
2015,Second Round,2,Kansas,65,7,Wichita State,78,-13,LOSS
2015,Second Round,8,Cincinnati,51,1,Kentucky,64,-13,LOSS
2015,Sweet 16,11,UCLA,62,2,Gonzaga,74,-12,LOSS
2015,Sweet 16,7,Wichita State,70,3,Notre Dame,81,-11,LOSS
2015,Second Round,4,Maryland,59,5,West Virginia,69,-10,LOSS
2015,Second Round,5,Arkansas,78,4,North Carolina,87,-9,LOSS
2015,Sweet 16,6,Xavier,60,2,Arizona,68,-8,LOSS
2015,Second Round,8,Oregon,65,1,Wisconsin,72,-7,LOSS
2015,Sweet 16,4,North Carolina,72,1,Wisconsin,79,-7,LOSS
2015,Final Four,1,Kentucky,64,1,Wisconsin,71,-7,LOSS
2015,Elite Eight,2,Arizona,78,1,Wisconsin,85,-7,LOSS
2015,Second Round,2,Virginia,54,7,Michigan State,60,-6,LOSS
2015,First Round,9,Oklahoma State,73,8,Oregon,79,-6,LOSS
2015,Elite Eight,4,Louisville,70,7,Michigan State,76,-6,LOSS
2015,Second Round,11,Dayton,66,3,Oklahoma,72,-6,LOSS
2015,National Championship,1,Wisconsin,63,1,Duke,68,-5,LOSS
2015,Second Round,1,Villanova,68,8,North Carolina State,71,-3,LOSS
2015,Second Round,6,Butler,64,3,Notre Dame,67,-3,LOSS
2015,First Round,7,Virginia Commonwealth,72,10,Ohio State,75,-3,LOSS
2015,Elite Eight,3,Notre Dame,66,1,Kentucky,68,-2,LOSS
2015,First Round,6,Southern Methodist,59,11,UCLA,60,-1,LOSS
2015,First Round,3,Iowa State,59,14,Alabama-Birmingham,60,-1,LOSS
2015,First Round,9,Purdue,65,8,Cincinnati,66,-1,LOSS
2015,First Round,11,UCLA,60,6,Southern Methodist,59,1,WIN
2015,First Round,8,Cincinnati,66,9,Purdue,65,1,WIN
2015,Play-In,11,Dayton,56,11,Boise State,55,1,WIN
2015,First Round,4,Louisville,57,13,UC Irvine,55,2,WIN
2015,First Round,4,North Carolina,67,13,Harvard,65,2,WIN
2015,Elite Eight,1,Kentucky,68,3,Notre Dame,66,2,WIN
2015,First Round,5,Arkansas,56,12,Wofford,53,3,WIN
2015,Second Round,3,Notre Dame,67,6,Butler,64,3,WIN
2015,First Round,4,Maryland,65,13,Valparaiso,62,3,WIN
2015,Sweet 16,7,Michigan State,62,3,Oklahoma,58,4,WIN
2015,First Round,3,Notre Dame,69,14,Northeastern,65,4,WIN
2015,National Championship,1,Duke,68,1,Wisconsin,63,5,WIN
2015,First Round,7,Wichita State,81,10,Indiana,76,5,WIN
2015,Sweet 16,1,Duke,63,5,Utah,57,6,WIN
2015,Second Round,7,Michigan State,60,2,Virginia,54,6,WIN
2015,Elite Eight,7,Michigan State,76,4,Louisville,70,6,WIN
2015,First Round,8,Oregon,79,9,Oklahoma State,73,6,WIN
2015,First Round,5,West Virginia,68,12,Buffalo,62,6,WIN
2015,Second Round,1,Wisconsin,72,8,Oregon,65,7,WIN
2015,Sweet 16,1,Wisconsin,79,4,North Carolina,72,7,WIN
2015,Elite Eight,1,Wisconsin,85,2,Arizona,78,7,WIN
2015,Final Four,1,Wisconsin,71,1,Kentucky,64,7,WIN
2015,First Round,7,Michigan State,70,10,Georgia,63,7,WIN
2015,First Round,6,Butler,56,11,Texas,48,8,WIN
2015,Second Round,6,Xavier,75,14,Georgia State,67,8,WIN
2015,Sweet 16,2,Arizona,68,6,Xavier,60,8,WIN
2015,Second Round,4,North Carolina,87,5,Arkansas,78,9,WIN
2015,Sweet 16,4,Louisville,75,8,North Carolina State,65,10,WIN
2015,First Round,2,Gonzaga,86,15,North Dakota State,76,10,WIN
2015,Second Round,5,West Virginia,69,4,Maryland,59,10,WIN
2015,Sweet 16,3,Notre Dame,81,7,Wichita State,70,11,WIN
2015,First Round,2,Virginia,79,15,Belmont,67,12,WIN
2015,Sweet 16,2,Gonzaga,74,11,UCLA,62,12,WIN
2015,Second Round,4,Louisville,66,5,Northern Iowa,53,13,WIN
2015,First Round,11,Dayton,66,6,Providence,53,13,WIN
2015,Second Round,7,Wichita State,78,2,Kansas,65,13,WIN
2015,Second Round,1,Kentucky,64,8,Cincinnati,51,13,WIN
2015,First Round,1,Wisconsin,86,16,Coastal Carolina,72,14,WIN
2015,Elite Eight,1,Duke,66,2,Gonzaga,52,14,WIN
2015,Second Round,2,Arizona,73,10,Ohio State,58,15,WIN
2015,Second Round,11,UCLA,92,14,Alabama-Birmingham,75,17,WIN
2015,Second Round,1,Duke,68,8,San Diego State,49,19,WIN
2015,First Round,2,Kansas,75,15,New Mexico State,56,19,WIN
2015,Second Round,2,Gonzaga,87,7,Iowa,68,19,WIN
2015,First Round,6,Xavier,76,11,Mississippi,57,19,WIN
2015,Final Four,1,Duke,81,7,Michigan State,61,20,WIN
2015,First Round,2,Arizona,93,15,Texas Southern,72,21,WIN
2015,First Round,1,Kentucky,79,16,Hampton,56,23,WIN
2015,First Round,1,Duke,85,16,Robert Morris,56,29,WIN
2015,Sweet 16,1,Kentucky,78,5,West Virginia,39,39,WIN
2015,First Round,1,Villanova,93,16,Lafayette,52,41,WIN
2016,Second Round,15,Middle Tennessee State,50,10,Syracuse,75,-25,LOSS
2016,Sweet 16,3,Miami (Fla.),69,2,Villanova,92,-23,LOSS
2016,Play-In,11,Vanderbilt,50,11,Wichita State,70,-20,LOSS
2016,Second Round,9,Providence,66,1,North Carolina,85,-19,LOSS
2016,First Round,7,Dayton,51,10,Syracuse,70,-19,LOSS
2016,First Round,6,Seton Hall,52,11,Gonzaga,68,-16,LOSS
2016,First Round,16,Florida Gulf Coast,67,1,North Carolina,83,-16,LOSS
2016,Sweet 16,5,Maryland,63,1,Kansas,79,-16,LOSS
2016,Sweet 16,4,Duke,68,1,Oregon,82,-14,LOSS
2016,Elite Eight,6,Notre Dame,74,1,North Carolina,88,-14,LOSS
2016,First Round,3,West Virginia,56,14,Stephen F. Austin,70,-14,LOSS
2016,Sweet 16,4,Iowa State,71,1,Virginia,84,-13,LOSS
2016,First Round,13,Iona,81,4,Iowa State,94,-13,LOSS
2016,Elite Eight,1,Oregon,68,2,Oklahoma,80,-12,LOSS
2016,First Round,6,Arizona,55,11,Wichita State,65,-10,LOSS
2016,First Round,2,Michigan State,81,15,Middle Tennessee State,90,-9,LOSS
2016,First Round,13,UNC Wilmington,85,4,Duke,93,-8,LOSS
2016,Second Round,9,Butler,69,1,Virginia,77,-8,LOSS
2016,Second Round,11,Wichita State,57,3,Miami (Fla.),65,-8,LOSS
2016,First Round,11,Michigan,63,6,Notre Dame,70,-7,LOSS
2016,Elite Eight,1,Virginia,62,10,Syracuse,68,-6,LOSS
2016,Second Round,4,Kentucky,67,5,Indiana,73,-6,LOSS
2016,Sweet 16,7,Wisconsin,56,6,Notre Dame,61,-5,LOSS
2016,Elite Eight,1,Kansas,59,2,Villanova,64,-5,LOSS
2016,First Round,12,South Dakota State,74,5,Maryland,79,-5,LOSS
2016,Second Round,10,Virginia Commonwealth,81,2,Oklahoma,85,-4,LOSS
2016,National Championship,1,North Carolina,74,2,Villanova,77,-3,LOSS
2016,Sweet 16,11,Gonzaga,60,10,Syracuse,63,-3,LOSS
2016,Second Round,2,Xavier,63,7,Wisconsin,66,-3,LOSS
2016,First Round,5,Purdue,83,12,Arkansas-Little Rock,85,-2,LOSS
2016,First Round,9,Cincinnati,76,8,St. Joseph's,78,-2,LOSS
2016,First Round,8,Southern California,69,9,Providence,70,-1,LOSS
2016,First Round,9,Providence,70,8,Southern California,69,1,WIN
2016,Second Round,6,Notre Dame,76,14,Stephen F. Austin,75,1,WIN
2016,National Championship,2,Villanova,77,1,North Carolina,74,3,WIN
2016,Second Round,7,Wisconsin,66,2,Xavier,63,3,WIN
2016,First Round,7,Wisconsin,47,10,Pittsburgh,43,4,WIN
2016,Elite Eight,2,Villanova,64,1,Kansas,59,5,WIN
2016,Second Round,1,Oregon,69,8,St. Joseph's,64,5,WIN
2016,Play-In,11,Michigan,67,11,Tulsa,62,5,WIN
2016,Sweet 16,6,Notre Dame,61,7,Wisconsin,56,5,WIN
2016,First Round,5,Maryland,79,12,South Dakota State,74,5,WIN
2016,Second Round,4,Duke,71,12,Yale,64,7,WIN
2016,First Round,3,Miami (Fla.),79,14,Buffalo,72,7,WIN
2016,First Round,6,Notre Dame,70,11,Michigan,63,7,WIN
2016,Second Round,1,Virginia,77,9,Butler,69,8,WIN
2016,First Round,4,Duke,93,13,UNC Wilmington,85,8,WIN
2016,Second Round,3,Miami (Fla.),65,11,Wichita State,57,8,WIN
2016,First Round,10,Virginia Commonwealth,75,7,Oregon State,67,8,WIN
2016,First Round,15,Middle Tennessee State,90,2,Michigan State,81,9,WIN
2016,First Round,9,Butler,71,8,Texas Tech,61,10,WIN
2016,First Round,11,Wichita State,65,6,Arizona,55,10,WIN
2016,Second Round,1,Kansas,73,9,Connecticut,61,12,WIN
2016,Sweet 16,1,Virginia,84,4,Iowa State,71,13,WIN
2016,First Round,4,Iowa State,94,13,Iona,81,13,WIN
2016,Second Round,5,Maryland,73,13,Hawaii,60,13,WIN
2016,Sweet 16,1,Oregon,82,4,Duke,68,14,WIN
2016,Elite Eight,1,North Carolina,88,6,Notre Dame,74,14,WIN
2016,Sweet 16,1,North Carolina,101,5,Indiana,86,15,WIN
2016,Sweet 16,1,Kansas,79,5,Maryland,63,16,WIN
2016,First Round,1,North Carolina,83,16,Florida Gulf Coast,67,16,WIN
2016,First Round,11,Gonzaga,68,6,Seton Hall,52,16,WIN
2016,Second Round,4,Iowa State,78,12,Arkansas-Little Rock,61,17,WIN
2016,Final Four,1,North Carolina,83,10,Syracuse,66,17,WIN
2016,First Round,2,Xavier,71,15,Weber State,53,18,WIN
2016,Second Round,2,Villanova,87,7,Iowa,68,19,WIN
2016,Second Round,1,North Carolina,85,9,Providence,66,19,WIN
2016,Play-In,11,Wichita State,70,11,Vanderbilt,50,20,WIN
2016,Sweet 16,2,Villanova,92,3,Miami (Fla.),69,23,WIN
2016,Second Round,11,Gonzaga,82,3,Utah,59,23,WIN
2016,First Round,1,Kansas,105,16,Austin Peay,79,26,WIN
2016,First Round,4,Kentucky,85,13,Stony Brook,57,28,WIN
2016,First Round,2,Villanova,86,15,UNC Asheville,56,30,WIN
2016,Play-In,16,Florida Gulf Coast,96,16,Fairleigh Dickinson,65,31,WIN
2016,First Round,1,Virginia,81,16,Hampton,45,36,WIN
2016,First Round,1,Oregon,91,16,Holy Cross,52,39,WIN
2016,Final Four,2,Villanova,95,2,Oklahoma,51,44,WIN
